CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
5.01,0,10.36,0,0.53,6.35,67.43,5.31,24,571.26,22.65,381.18,21.96
8.03,0,9.09,0,0.52,5.35,44.14,4.94,4,289.77,20.27,471.71,14.17
21.31,0,25.16,0,0.75,4.81,113.1,1.4,24,747.16,21.54,251.9,26.83
-0.65,0,9.45,0,0.57,6.14,57.45,4.1,2,346.72,17.09,370.09,14.24
15.52,0,22.51,0,0.67,5.77,68.58,3.67,24,762.67,25.51,180.94,20.47
-4.17,0,12.66,0,0.55,7.02,63.78,1.07,2,326.51,18.35,271.67,15.36
-6.65,20,7.09,0,0.51,6.89,33.24,5.74,3,188.88,15.44,367.96,4.09
13.35,0,12.98,0,0.65,6.19,69.16,3.14,8,329.47,16.13,484.74,8.8
-1.4,20,7.58,0,0.44,6.9,68.36,3.3,4,355.99,18.46,329.24,9.09
10.51,0,17.44,0,0.61,6.4,82.54,2.61,5,469.47,17.59,458.07,13.34
-11.81,45,9.69,1,0.49,7.38,83.98,3.91,5,315.34,17.46,453.66,2.05
-4.63,0,20.09,0,0.62,5.98,72.01,1.83,3,432.65,19.04,395.23,10.58
9.29,0,16.61,0,0.59,6.01,63.36,4.11,24,545.12,19.32,311.43,19.63
4.58,0,7.68,0,0.57,7.06,89.73,2.29,8,451.91,17.48,387.73,19.14
3.61,21,2.97,0,0.47,7.03,46.74,4.87,4,302.67,19.07,498.76,-3.03
9.24,0,18.34,0,0.72,5.47,90.42,3.52,24,547.63,16.6,368.5,22.5
2.27,0,6.91,0,0.49,5.8,70.87,4.07,6,396.15,20.21,342.72,12.92
2.92,0,10.73,0,0.49,5.93,43.78,5.35,5,486.37,18.36,172.25,19.51
-4.9,55,5.66,0,0.45,7.59,54.21,5.77,4,275.89,14.79,319.44,0.27
15.1,0,14.02,1,0.7,5.67,108.4,0.61,24,524.98,16.4,357.82,21.49
-5.83,0,7.48,0,0.53,5.41,72.63,2.89,4,332.96,18.47,358.92,16.37
-9.86,20,4.98,1,0.52,6.95,71.52,1.58,4,274.85,16.61,362.7,7.52
10.3,0,15.76,0,0.7,6.6,101.53,0.82,7,341.61,18.74,341.58,7.99
9.1,0,3,0,0.39,6.89,76.58,3.73,4,93.39,17.96,395.12,8.61
19.61,0,23.31,0,0.76,5.62,122.96,0.06,5,585.9,17.2,220.29,30.07
-0.39,0,20.58,0,0.69,5.65,81.32,2.07,4,494.02,17.42,463.99,9.5
4.32,0,17.91,0,0.54,6.81,90.91,1.4,5,318.16,17.14,274.46,8.73
2.92,0,9.2,0,0.41,6.29,60.74,6.68,5,513,20,369.86,15.38
17.26,0,10.78,0,0.49,5.41,73.17,5.6,6,341.19,19.84,250.42,25.69
2.07,0,9.88,0,0.54,6.67,104.99,2.5,24,593.02,24.09,252.74,7.19
18.36,0,22.7,0,0.77,5.22,132.67,0.26,24,585.36,16.15,400.95,23.83
11.04,0,15.94,1,0.77,7.57,136.73,-0.86,24,385.73,18.25,312.2,11.38
1.63,0,10.41,0,0.6,5.11,62.6,2.68,4,394.55,18.36,294.33,18.21
15.39,0,10.55,0,0.58,6.84,77.69,3.19,5,554.76,19.38,321.29,12.45
14.22,0,15.05,0,0.55,6.47,69.69,3.29,24,663.04,18.77,268.28,13.67
7.14,45,0.08,0,0.45,6.76,28.97,6.99,5,291.07,17.77,410.98,7.37
0.59,0,12.54,0,0.61,5.3,73.01,4.19,4,269.04,17.19,449.24,10.6
-5.61,0,10.95,0,0.51,5.25,61.06,5.7,4,451.7,19.27,385.48,14.8
-4.6,0,14.12,0,0.63,6.28,110.17,3.36,4,324.42,17.95,425.87,10.33
6.52,0,15.44,0,0.54,5.88,77.03,3.78,8,548.71,19.81,227.98,22.94
-0.06,0,12.72,0,0.5,6.17,92.71,1.98,4,449.47,22.68,423.7,21.49
-7.74,0,5.49,0,0.55,5.92,95.6,3.98,2,304.19,18.48,438.02,15.1
0.83,75,8.12,0,0.37,6.06,13.96,7.33,3,235.73,15.98,481.29,9.44
-5.25,0,15.45,0,0.61,7.53,67.59,3,1,227.21,13.33,390.99,5.58
-3.93,0,17.15,0,0.56,6.66,88.88,3.89,4,367.34,16.93,395.16,15.15
5.41,22,8.1,0,0.42,6.05,72.38,5.36,5,346.44,18.53,369.72,18.61
1.86,0,12.09,0,0.59,5.97,84.64,5.15,5,484.75,18.6,345.97,12.06
5.83,0,19.42,0,0.73,6,126.45,3.82,24,655.32,20.18,358.63,17.37
-6.83,25,6.86,0,0.43,5.85,46.86,1.87,3,60.61,15.23,427.02,12.49
-2.35,60,7.97,0,0.38,6.61,65.32,4.59,5,397.63,19.37,406.51,7.78
10.46,0,9.25,0,0.64,5.78,85.08,3.69,5,352.62,14.84,226.55,21.88
4.67,0,13.44,0,0.67,4.81,85.21,2.49,4,327.19,17.26,423.17,21.56
-5.17,0,8.28,1,0.54,6.28,69.15,2.76,8,388.36,20.76,380.4,16.22
15.03,0,16.31,0,0.65,4.87,79.13,1.88,24,747.41,20.07,248.06,18.09
-0.57,40,4.84,0,0.44,7.18,56.92,5.96,4,303.5,19,410.2,6.85
7.62,0,3.53,0,0.52,6.16,64.5,4.57,4,338.41,16.67,195.56,18.58
-6.06,40,11.53,0,0.47,5.74,68.95,2.6,7,381.14,18.14,307.44,11.51
8.02,0,12.65,0,0.66,6.34,71.08,3.17,24,568.34,18.12,323.6,16.42
5.87,0,14.8,0,0.47,6.13,44.64,4.51,24,507.42,19.5,453.34,17.13
0.6,0,25.71,0,0.83,6.46,99.94,0.53,4,443.93,17.57,423.69,15.16
2.48,0,25.65,1,0.71,5.57,104.99,-0.02,8,619.07,19.31,258.52,17.66
-3.08,80,8.61,0,0.38,5.92,65.28,5.78,4,435.03,17.15,445.63,6.57
-18.45,80,-0.16,0,0.41,5.02,33.55,6.98,3,353.73,17.8,314.77,17.55
1.72,0,12.37,0,0.5,6.12,77.19,4.59,6,503.97,21.18,197.98,12.74
1.16,25,5.21,0,0.42,6.47,26.85,6.35,4,157.88,15.16,437.08,7.57
4.36,0,14.02,0,0.74,7.14,101.79,2.8,24,556.37,16.43,453.79,6.87
2.44,70,1.13,0,0.52,7.26,32.04,5.08,24,558.16,18.46,395.38,13.29
12.34,0,16.7,0,0.59,6.47,75.87,2.37,8,438.46,17.89,341.33,8.88
19.16,0,16.6,0,0.59,5.34,95.35,2.92,24,641.37,20.54,318.82,22
17.15,0,21.54,0,0.71,6.07,85.46,0.35,24,655.97,18.77,255.89,14.93
2.96,0,4.4,0,0.51,6.62,58.35,3.76,4,326.51,17.17,357.47,16.65
1.8,0,10.17,0,0.44,6.68,46.15,5.61,5,302.29,19.67,298.53,6.25
4.25,0,17.63,0,0.58,6.68,42.65,4.83,5,514.61,17.96,235.25,15.45
0.02,0,7.57,0,0.3,6,50.17,6.56,1,277.91,22.07,470.67,13.55
13.68,0,11.02,0,0.57,6.23,83.73,4.58,3,227.25,15.43,369.41,14.89
1.39,0,2.89,0,0.54,6.44,30.14,3.94,5,265.31,17.63,363.14,4.35
3.55,25,-0.29,0,0.41,7.21,77.16,4.43,4,319.01,17.53,299.65,5.61
-12.23,45,0.63,0,0.46,6.01,29.83,6.11,3,126.86,18.82,484.27,8.52
-2.35,0,13.43,0,0.56,6.64,90.51,-0.22,5,384.84,18.99,414.02,10.54
9.05,0,12.71,0,0.56,6.59,69.47,2.9,5,375.22,19.5,310.42,14.93
4.25,0,9.58,0,0.61,6.02,91.08,3.4,4,265.76,17.81,277.28,18.06
-7.81,20,4.96,1,0.48,6.73,76.82,4.38,3,265.37,18.76,570.5,9.88
-6.03,80,-3.23,0,0.33,7.51,-1.92,8.79,2,210.84,18.49,373.22,-3.93
-3.05,0,10.15,1,0.55,6.34,80.37,3.7,3,207.83,21.26,355.01,8.9
-4.58,0,9.38,0,0.46,6.99,40.42,3.25,3,171.33,19.76,343,11.49
24.06,0,14.58,0,0.79,6.89,91.49,0.75,24,687.6,21.29,396.36,18.52
7.04,0,8.74,0,0.6,6.39,89.86,0.15,24,348.45,21.28,379.05,6.49
10.85,0,11.72,1,0.71,6.51,121.86,2.34,5,485.36,18.69,447.2,20.13
0.09,40,0.87,0,0.39,6.72,23.56,8.43,4,261.5,19.95,358.18,6.66
-3.39,60,8.9,0,0.38,5.35,30.59,6.34,4,315.45,16.22,458.54,9.73
9.3,0,9.37,0,0.52,7.11,72.15,3.82,5,485.42,18.01,299.49,10.24
7.84,0,13,0,0.55,5.73,70.17,2.67,3,394.2,17.51,346.37,10.65
-10.24,95,-6.55,0,0.31,6.9,-10.33,7.69,3,178.17,16.02,555.58,-0.18
-7.16,95,-9.56,0,0.32,7.93,-2.02,9.39,2,-74.8,12.38,480.41,-6.58
11.05,0,19.09,0,0.62,5.46,105.92,1.99,8,489.67,20.72,303.69,26.71
3.34,0,15.02,0,0.69,6.31,78.4,2.15,4,482.27,18.04,315.48,11.87
8.41,0,8.1,0,0.54,6.76,59.44,3.99,5,331.02,14.17,341.99,10.54
2.46,28,6.06,0,0.57,6.42,51.24,5.14,24,382.46,16.58,393.9,8.37
17.46,0,15.13,0,0.59,5.09,79.96,2.78,24,623.84,20.94,269.55,24.74
-3.42,80,0.33,0,0.44,6,25.42,6.82,4,316.38,16.47,532.61,5.68
-1.48,0,7.98,0,0.44,7.19,70.63,3.34,4,271.81,18.28,361.05,9.88
4.81,25,8.79,0,0.41,6.49,38.93,4.06,24,380.67,20.33,338.04,6.98
9.43,0,18.05,0,0.75,6.82,93.13,1.64,24,703.81,20.12,280.49,13.25
-6.98,12.5,10.35,1,0.62,6.43,60.03,1.83,5,370.11,15.43,402.9,3.72
6.91,0,16.22,0,0.69,6.2,134.92,-0.11,5,493.72,18.18,296.18,23.78
4.5,0,11.15,0,0.52,6.03,82.7,6.36,4,398.05,20.31,369.04,2.36
18.77,0,15.97,0,0.62,5.1,73.76,4.7,24,641.01,21.74,243.99,13.67
-9.48,34,10.86,0,0.48,7.77,77.72,3.99,3,331.69,17.96,508.08,0.99
18.4,0,17.19,0,0.58,5.39,72.28,2.53,24,687.26,20.82,440.52,18.21
1.57,0,3.58,0,0.46,6.07,33.61,7.04,3,74.09,14.33,431.61,11.52
-5.46,20,5.38,0,0.42,6.84,54.13,5.4,4,226.42,20.23,378.15,6.78
-3.73,21,11.52,0,0.54,6.81,48.57,6.22,24,485.4,17.97,235.56,12.58
3.71,0,9.28,0,0.56,6.54,91.65,3.53,4,235.82,19.89,398.8,15.56
6.68,0,8.06,0,0.44,6.27,95.05,4.31,4,391.71,20.6,502.77,13.11
4.75,0,19.83,0,0.56,5.63,87.29,3.85,3,485.01,19.51,355.45,13.65
3.34,0,9.81,0,0.62,6.32,109.69,4.62,6,493.95,20.56,390.8,17.76
1,52.5,6.4,0,0.49,7,42.86,6.24,5,368.58,15.01,419,4.83
-12.53,85,-5.88,0,0.35,7.21,34.66,7.3,1,77.33,17.25,473.62,3.45
1.18,82.5,2.46,0,0.43,8.23,81.09,4.61,5,406.66,16.91,426.85,1.37
19.06,0,24.32,0,0.69,6.69,101.07,0.58,24,554.79,19.72,299.46,15.64
6.96,0,10.79,0,0.61,6.5,78.05,2.03,24,374.51,18.9,394.87,10.24
0.45,0,10.2,0,0.58,5.55,70.82,3.07,4,358.75,19.38,345.76,21.94
13.61,0,25.9,0,0.64,5.33,123,1.08,7,614.95,21.57,221.24,21.84
-1.13,0,7.08,0,0.5,7.2,68.12,2.54,5,326.61,18.33,279.98,11.73
9.2,60,-2.01,0,0.37,6.49,40.71,7.57,5,191.98,15.22,330.61,14.28
7.3,0,20.53,0,0.64,7.06,66.4,1.48,24,636.25,17.77,267.02,20.5
-6.66,22,14.35,0,0.51,6.06,74.85,2.96,8,562.1,21.13,422.61,7.86
6.73,22,-0.67,0,0.52,7.36,54.43,3.8,5,250.65,14.4,322.93,10.9
7.97,20,4.35,0,0.43,5.96,41.66,6.2,4,358.57,17.61,430.38,8.41
4.58,0,8.33,0,0.49,6.66,52.73,5.6,24,633.52,23.2,435.89,7.38
-0.17,0,10.06,0,0.47,6.17,40.42,2.76,3,240.38,16.88,399.46,12.22
2.94,0,9.04,0,0.55,6.98,62.12,2.62,4,339.78,19.73,301.07,13.38
16.59,0,16.67,0,0.65,5.76,62.23,1.43,24,598.95,18.69,341.3,17.78
7.21,0,25.17,0,0.68,5.47,124.95,1.06,5,581.8,19.23,271.57,25.85
2.26,0,5.47,0,0.55,7.66,66.31,3.07,4,390.15,16.93,299.54,4.67
11.65,0,18.26,0,0.63,7.11,100.6,3.08,24,604.94,18.08,322.31,3.1
-1.55,80,0.97,0,0.44,6.38,40.97,6.81,4,326.41,13.23,383.75,6.59
-5.3,22,4.25,0,0.46,7.01,42.23,7.21,1,19.05,16.02,495.37,5.45
8.79,0,11.62,0,0.48,5.45,63.53,4.14,6,425.55,21.12,366.5,13.82
5.54,0,9.03,0,0.57,5.1,58.51,4.33,24,449.48,20.2,238.7,14.75
-2.72,20,4.92,0,0.49,6.62,50.68,5.6,3,283.23,15.83,408.37,4.82
27.24,0,20.44,0,0.71,6.91,99.9,1.48,24,691.91,23.02,124.58,19.06
11.76,0,19.66,0,0.59,6.46,68.7,2.66,6,555.25,16.18,307,13.82
0.42,0,20.83,0,0.65,4.85,69.32,1.68,5,406.25,23.14,400.46,19.99
-21.91,55,4.1,0,0.5,6.13,66.58,5.47,1,0.54,15.03,496.05,4.35
5.07,0,16.61,0,0.67,6.29,103.65,4.32,24,588.25,21.09,216.3,22.1
-0.16,0,22.43,0,0.75,5.37,83.95,0.89,8,473.66,16.86,258.48,21.84
-0.62,0,15.45,0,0.63,5.75,68.17,4.4,6,586.9,18.8,209.73,17.67
-14.83,45,3.24,0,0.46,6.78,59.84,5.08,1,197.07,19.21,505.55,4.81
3.47,0,12.19,0,0.56,6.46,111.28,2.05,4,258.92,16.42,275.35,8.72
10.47,0,13.28,0,0.56,6.2,60.36,5.02,5,462.79,20.99,188.67,13.33
-19.36,100,-7.84,0,0.23,7.7,27.64,7.58,1,40.06,14.19,443.92,-3.57
2.67,0,6.09,0,0.52,6.05,40.99,3.66,7,319.63,17.49,340.51,7
-5.41,20,1.87,0,0.48,6.99,86.5,2.68,3,-4.02,16.2,425.32,15.59
4.08,0,13.29,0,0.65,6.88,97.12,3.71,5,512.13,15.53,392.54,17.09
2.76,25,10.01,0,0.52,8,53.52,4.47,5,482.01,17.07,530.24,2.3
5.63,0,10.15,0,0.45,7,68.6,4.33,24,554.96,22.06,318.05,5.23
-1.78,0,7.94,0,0.41,5.92,53.78,7.29,4,234.13,19.83,443.53,15.6
4.03,25,8.17,0,0.47,6.88,51.16,3.12,24,382.09,19.74,378.33,5.18
9.81,0,15.54,0,0.64,5.41,93.52,4.11,7,412.54,17.87,339.4,11.45
-0.74,0,12.57,1,0.57,6.62,79.86,3.64,3,197.47,14.35,223.76,10.55
11.91,0,21.62,0,0.73,6.85,111.53,2.22,24,688.38,17.07,293.05,15.74
4.81,0,13.28,0,0.44,6.69,33.18,4.39,2,283.55,19.73,486.7,0.34
1.69,0,13.66,0,0.69,6.21,82.18,1.17,5,540.59,22.47,552.74,6.7
1.06,12.5,7.7,0,0.48,7.44,65.41,5,5,319.66,19.22,341.68,10.46
7.69,0,6.39,0,0.37,7.11,31.49,5.56,7,277.82,17.5,209.65,5.12
9.04,0,13.04,0,0.76,5.81,72.49,4.63,24,423.77,16.66,254.41,16.36
2.07,80,-0.41,0,0.41,7.35,43.39,6.66,5,323.32,17.07,563.1,2.11
9.42,0,14.08,0,0.58,6.43,81.96,3.21,5,535.36,23.5,446.26,10.14
-9.28,40,9.56,0,0.45,5.36,5.28,8.62,2,208.31,15.39,481.74,9.97
-6.76,33,-1.84,0,0.36,5.83,27.92,6.92,3,277.91,22.22,345.32,1.92
-8.91,95,-11.22,0,0.22,8.1,14.93,10,1,-139.04,17.26,411.8,-3.24
2.51,70,-10.29,0,0.4,6.36,41.37,6.91,3,-30.48,16.02,540.25,12.64
12.59,0,15.95,0,0.47,5.6,47.01,5.09,5,504.91,18.33,270.64,13.18
6.46,0,10.12,0,0.55,6.99,75.37,4.36,4,286.23,18.23,247.57,12.44
-9.7,52.5,0.4,0,0.38,6.38,19.19,8,1,172.74,20.04,512.8,7.98
1.24,0,14.36,0,0.59,5.27,91.7,2.55,4,427.21,18.88,378.07,20.63
-4.99,0,23.81,0,0.72,5.99,72.43,1.95,5,664.41,22.86,515.15,15.87
7.58,0,7.75,0,0.56,6.27,57.48,4.06,24,476.76,18.49,368.43,9.29
3.77,0,15.34,0,0.61,5.85,74.8,4.09,3,426.74,19.07,299.26,21.55
7.24,0,8.9,0,0.6,6.15,88.81,4.08,4,306.43,19.39,271.25,13.39
-7.37,0,20.88,0,0.63,6.33,79.06,3.59,5,558.18,18.88,291.88,10.53
16.66,0,15.35,1,0.78,5.93,121.43,0.46,24,489.98,18.93,361.46,25.31
11.94,20,3.35,0,0.48,7.21,57.38,6.15,24,354.93,17.98,301.19,7.77
11,0,13.24,0,0.55,7.57,72.56,2.45,5,501.44,20.13,453.77,13.14
-12.33,0,12.32,0,0.54,5.27,67.78,5.11,4,381.09,20.36,447.86,16.65
12.18,0,12.92,0,0.61,6.68,102.17,2.52,5,402.51,19.43,383.25,16.85
10.04,0,16.2,0,0.69,7.35,102.52,1.82,24,551.42,20.49,201.38,20.68
3.19,0,24.39,0,0.8,5.21,112,1.08,24,700.77,22.68,265.49,24.25
-6.06,0,14.27,0,0.67,6.19,59.22,1.83,5,405.74,18.7,210.89,13.64
4.85,0,14.29,0,0.61,5.87,72.21,3.34,4,449.77,16.3,332.09,19.95
7.84,0,11.53,0,0.71,6.13,82.85,3.71,24,562.21,16.4,340.65,11.17
10.61,22,6.01,0,0.51,6.53,27.55,5.23,24,594.74,18.19,363.74,14.71
-1.79,0,14.79,0,0.65,6.39,114.8,1.39,5,504.15,16.17,342.72,7.98
6.81,0,15.63,0,0.58,6.24,67.89,0.13,8,467.05,20.51,388.48,16.34
1.92,0,11.49,0,0.64,6.18,83.05,3.4,7,424.92,20.26,247,14.58
8.46,0,14.75,1,0.71,5.02,112.86,1.33,24,540,20.74,407.1,26.82
5.47,28,6.67,0,0.46,6.73,33.73,7.68,24,456.72,17.79,362.5,1.88
3.27,30,7.51,0,0.54,7.26,51.52,5.09,4,360.69,19.89,605.44,1.37
-0.89,0,14.81,0,0.64,5.91,121.27,-0.62,5,468.68,22.03,288.16,22.04
0.1,0,20.74,0,0.59,5.52,45.71,1.96,5,500.13,19.64,478.26,10.23
2.67,0,11.06,0,0.54,6.3,75.45,3.5,5,216.49,15.62,301.26,7.79
1.54,0,7.75,0,0.57,6.39,78.5,0.87,4,319.29,18.81,437.54,13.23
6.7,30,9.81,0,0.52,6.84,35.77,4.56,6,639.83,16.3,318.32,5.91
9.92,0,23.26,0,0.79,5.76,94.85,0.52,24,716.97,18.93,273.72,19.99
-4.56,12.5,8.32,0,0.64,7.11,50.07,7.06,7,390.27,18.22,450.79,8.42
